DEAL_DNA_UID,RNA_REVISION_NUM,OPPTY_NUM,CLIENT,OPP_DESC,SALES_STAGE_CD,GEO_CD,GEOGRAPHY,COUNTRY,SECTOR,INDUSTRY,CLIENT_ID,ACCOUNT_NM,ADDRESS,DOM_BUYING_GRP_ID,DOM_BUYING_GRP_ACCOUNT_NM,DOM_BUYING_GRP_ADDRESS,GLOBAL_BUYING_GRP_ID,GLOBAL_BUYING_GRP_ACCOUNT_NM,GLOBAL_BUYING_GRP_ADDRESS,OPP_REVLINE_ID,STATUS,LEVEL_30,CONTRACT_TYPE,CREATE_DT,CLOSE_DT,BILL_DT,OFFERING_PROD_CD,OFFERING_FIN_CD,OFFERING_PROD_DESC,SVCLINE_PROD_CD,SVCLINE_FIN_CD,SVCLINE_PROD_DESC,GROWTH_PLAT_CD,GROWTH_PLAT_FIN_CD,GROWTH_PLAT_DESC,COMPETITOR_TXT,STEPS_TO_CLOSURE_TXT,LINE_TCV_USD,TCV_LOCAL,LOCAL_CURRENCY_CD,LINE_OWNER_NM,DEAL_STATUS_TXID,PLAN,INITIATE,SOLUTION,PRICE,AGREEMENT,APPROVE,NEGOTIATE,REGISTER,MARKET_CD,NDA,RESTRICTED_CD,PARENT_DEAL_ID,PARENT_OPP_ID,MULTICOUNTRY_INDC,IBM_CLIENT_TYPE,BRAND_ACCT_TYPE,GBS_FEATURES
20032318WcjLO1O,17,"04-2GSKQV8     ",PRUDENTIAL,Journey to Cloud - resilience,VA,EP,Europe,GBR,Distribution,Wholesale Distribution & Services,"360938  ",PRUDENTIAL,"PRUDENTIAL UK INS, LANCING, BN15 8GB",DB22D67H,PRUDENTIAL PLC,,GB225ZJL,PRUDENTIAL PLC,,377a8de3-1df8-42d9-9261-5d96e3fe722b,Stretch,30JVJ,New Logo (GBS),2020-05-09,2021-04-09,2021-04-09,30JVJ,6955-01Q,EA-ORCL ERP Cloud,17NGE,EAM,Next Generation Enterprise Applications,15CAI,CAI,Cloud Application Innovation,NONE,04/10 - Complete resolution of Algo software issue and re-enagage with COO in Nov 2019,25000000.00,25000000.00,USD,"Jackson, Christopher B (Christopher)",606419,In Progress,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,"UKI ",,N,G200320qNhv,04-2GSKQV8,N,Emerging Enterprise Core,Emerging,"S007,L007"
